rec_id,culture,given_name,surname,date_of_birth,phone_number,national_identifier,medical_record_number,sex
rec-8288-org,uga,sumaya,,19621210,782263885,26694559,KLH-287681,f
rec-8289-org,uga,trifosta,tumwijukya,,712062887,13696748,KLH-667507,f
rec-8290-org,uga,isaac,owora,19880622,752880096,64374851,KUB-648508,
rec-8291-org,uga,yosia,brown,19871104,752446068,72645649,KSD-337570,f
rec-8292-org,uga,harrison,nahoniwe,19690701,712058239,59396882,KMC-344174,
rec-8293-org,uga,augustine,ssesanga,19480121,782718919,82512494,KUL-822465,f
rec-8294-org,uga,stidia,berutsya,,712537449,86139327,KSG-574713,f
rec-8295-org,uga,saida,nyikiriza,19080506,712999391,36955138,RUK-191706,f
rec-8296-org,uga,nyesigyyze,obote,19550813,782462242,23804840,NSU-472614,m
rec-8297-org,uga,makkah,nassamula,19520415,752094719,78269678,KMC-941762,f
rec-8298-org,uga,emma,abura,19910426,752443639,19624339,MPK-476041,
rec-8299-org,uga,angellameris,bahitya,19400218,712958240,73999968,KUL-392563,f
rec-8300-org,uga,baptist,nakakande,19850927,712925851,64285386,KMC-604550,m
rec-8301-org,uga,paul,kasyeine,19620216,782500858,99904565,KLH-689293,f
rec-8302-org,uga,martha,semwogerere,,782299038,63123369,KMC-669035,f
rec-8303-org,uga,consolate,kagwa,19820325,774281556,94383023,MBA-290259,f
rec-8304-org,uga,agella,walekwa,19100810,774173440,55233481,KUL-995700,f
rec-8305-org,uga,lucia,dramusu,19520918,712858048,71988015,FPL-820125,f
rec-8306-org,uga,silvia,viola,19690919,782819597,57324197,MPK-605152,f
rec-8307-org,uga,burengo,nuwahikire,19510924,752253270,42197290,KUB-931264,m
rec-8308-org,uga,lukia,turikumwe,19530817,752649972,77476466,KUB-776211,f
rec-8309-org,uga,nzima,abima,19900113,782613292,41195384,KSD-794352,f
rec-8310-org,uga,sam,ediamu,19491112,712681854,28428498,FPL-739871,
rec-8311-org,uga,olympia,tindimwebwa,19250611,782333401,13579748,RUK-885572,f
rec-8312-org,uga,kenedy,nzanzu,19751120,774814954,41103084,KSG-536543,m
rec-8313-org,uga,mohammed,,19060710,772340270,21764751,FPL-774846,m
rec-8314-org,uga,scola,mulalizi,,782741179,25940925,FPL-389248,f
rec-8315-org,uga,swabrah,akao,,752297509,87482984,NSU-496962,f
rec-8316-org,uga,esther,,19610515,774389949,68924245,KSG-753236,f
rec-8317-org,uga,prosscovia,sikorastic,,782530357,69467346,KSG-573136,f
rec-8318-org,uga,nikki,anek,19851125,782463888,88757179,RUK-883234,
rec-8319-org,uga,emiily,nagawuga,19740310,752184126,63329713,NSU-906263,
rec-8320-org,uga,midiyasi,kutui,,752662706,17389602,KSD-206793,m
rec-8321-org,uga,harriet,mateete,19750503,772987175,65534848,MBA-380542,
rec-8322-org,uga,brooke,lilly,,712986378,29734516,KMC-665516,
rec-8323-org,uga,flori,ssemmanda,19950406,774492039,47137222,KSD-214404,f
rec-8324-org,uga,otman,agaba,19420720,712958433,68886589,KSG-721485,m
rec-8325-org,uga,yatuha,,,782218170,80103962,KMC-683316,f
rec-8326-org,uga,marcus,borman,19170306,712799091,24749194,KUL-249064,
rec-8327-org,uga,meduius,nabitejja,19810825,712717720,37481303,KLH-805503,m
rec-8328-org,uga,isabelle,nkundeki,19921004,772614876,14235781,MPK-904553,
rec-8329-org,uga,nteziryayo,namweya,19720902,774368851,65875966,FPL-507381,m
rec-8330-org,uga,timothy,turyomugyendo,19451128,782280851,72095856,KSD-824862,
rec-8331-org,uga,lara,namuyodi,19021121,,29748149,KLH-462573,
rec-8332-org,uga,matsiko,christoper,,772764837,73639533,KSG-567624,m
rec-8333-org,uga,kagoro,inocent,,712522305,69681479,KSD-246198,f
rec-8334-org,uga,obed,nakajjubi,19861025,712301775,17107296,KSD-725082,m
rec-8335-org,uga,mathias,christmas,19900913,712118694,42071525,FPL-268506,f
rec-8336-org,uga,semucho,alma,19710119,712161668,40139617,MBA-874245,m
rec-8337-org,uga,charity,angwec,19250909,752309815,16054175,KSG-776938,f
rec-8338-org,uga,nanyonjo,kweyamba,19790204,752417032,22722452,FPL-750427,m
rec-8339-org,uga,shamim,turyamusanga,19720805,752917026,74116342,KSD-421602,f
rec-8340-org,uga,kuguzibwe,tulyagumanawe,19360924,774628917,29061847,KSG-749595,f
rec-8341-org,uga,kamatembezo,ochong,19680228,782730008,84839813,NSU-925737,m
rec-8342-org,uga,kate,tamukonzi,19400109,782905663,94317240,FPL-112567,
rec-8343-org,uga,berita,madudu,19971012,782157648,42653055,KUB-558946,f
rec-8344-org,uga,carol,akankwatsa,19560622,772540499,79196164,KSG-823744,f
rec-8345-org,uga,amono,nakajigo,19290611,772521206,41082563,KUB-485700,m
rec-8346-org,uga,kira,mwize,19710130,772678740,59231884,MPK-502942,
rec-8347-org,uga,consolanta,tibandwa,19300214,782159292,40446778,KUL-128181,f
rec-8348-org,uga,asumputa,neumbe,19491030,712281601,44811670,KUL-250327,f
rec-8349-org,uga,imelida,akira,19730606,752723697,55573887,NSU-474014,f
rec-8350-org,uga,isiah,pataleo,19470708,772663391,13022871,MPK-370974,f
rec-8351-org,uga,roseline,mwesiga,,774020755,83929971,KSD-456267,f
rec-8352-org,uga,jasmyn,archangel,19210706,752345816,35946165,MBA-344489,
rec-8353-org,uga,celina,kabagabe,19020714,752515737,60360274,KLH-825862,f
rec-8354-org,uga,joel,nyakake,19791203,752622669,75059841,KMC-206089,m
rec-8355-org,uga,kintu,kaitwebye,,712884874,78275189,KUB-124062,m
rec-8356-org,uga,nankoomi,nakazzi,19360127,712143677,15208883,NSU-968392,m
rec-8357-org,uga,mulabana,nankya,19050718,774002726,64044075,MPK-383958,f
rec-8358-org,uga,katusime,nakigwe,,782907639,58592472,KSG-666341,f
rec-8359-org,uga,paris,muwemba,19530108,,46834044,KUB-179543,
rec-8360-org,uga,karibeta,kirungi,19580729,712972840,36378022,KSD-627830,f
rec-8361-org,uga,ketra,kitalibara,19450518,774081070,63496037,MPK-117061,f
rec-8362-org,uga,monday,rugonza,19301029,712504360,76780688,KMC-397302,m
rec-8363-org,uga,,lukuya,19750326,782627839,59434181,RUK-334545,m
rec-8364-org,uga,domien,komulutalo,19310803,752992160,59703738,MBA-663643,f
rec-8365-org,uga,isabelle,omutya,19180313,752760026,41044266,KSG-121399,
rec-8366-org,uga,ritah,mwebesa,19990224,712989738,34781235,MBA-273949,f
rec-8367-org,uga,wil,splitus,19811005,712608818,82315930,KSG-142703,
rec-8368-org,uga,jnae,rwanika,19380516,752140200,16657275,KSD-819864,f
rec-8369-org,uga,jinni,sefuma,19660321,712881002,35636841,KSD-225138,
rec-8370-org,uga,hamida,bahinga,19310716,782080771,93490165,KSG-484016,f
rec-8371-org,uga,annita,kusima,19471219,782505559,28549040,RUK-573996,f
rec-8372-org,uga,roset,nambasa,,782370914,18639453,MPK-669879,f
rec-8373-org,uga,anjellina,batuura,19340407,712625849,78273608,KLH-658410,f
rec-8374-org,uga,ritah,nambajjwe,19820501,772260207,40731502,MBA-819224,f
rec-8375-org,uga,jessica,ecir,19500317,774414579,13485138,KMC-810311,
rec-8376-org,uga,kwikiriza,ssekiwu,19520307,712580498,27878196,KSG-262223,f
rec-8377-org,uga,liam,vanise,19150105,712201257,96505567,KUL-140583,
rec-8378-org,uga,lili,bulega,19231121,774330452,47320567,KLH-627327,f
rec-8379-org,uga,catharine,mukiza,19500612,712679952,76752541,KLH-709402,f
rec-8380-org,uga,peace,aikiriza,19160229,712649878,67384615,FPL-812826,f
rec-8381-org,uga,tia,kaboine,19680526,782675800,45580624,RUK-528859,
rec-8382-org,uga,basisa,kobusobozi,19220110,782787604,84443275,KUB-117505,f
rec-8383-org,uga,rossetti,kasore,19520317,774350112,58367962,KUB-944558,m
rec-8384-org,uga,loyce,iddi,19920923,782867629,59174240,RUK-276649,f
rec-8385-org,uga,adronah,kamusime,19350613,,74858446,RUK-160397,f
rec-8386-org,uga,turihohabwe,willex,19701029,712114976,98420001,KUB-613366,m
rec-8387-org,uga,edmond,ogili,19601004,772121395,28241281,KUL-343113,m
rec-8388-org,uga,carly,kabagaya,19560430,782264799,46238465,FPL-587108,
rec-8389-org,uga,rory,efiyo,19841013,,88741102,KMC-835518,
rec-8390-org,uga,promise,kayaga,19780815,782687563,70104375,KLH-676051,f
rec-8391-org,uga,saskia,wokusiima,19100809,712113245,39429025,RUK-330987,
rec-8392-org,uga,amis,fransince,19181017,712038458,79880070,RUK-364908,f
rec-8393-org,uga,jamilah,katende,19290220,712319207,38492180,RUK-659999,f
rec-8394-org,uga,zelina,lauben,19170605,774326795,79795880,KSG-680957,f
rec-8395-org,uga,festo,isimai,19741122,774427673,94000114,KMC-756058,m
rec-8396-org,uga,scolastica,nanjobe,19380418,712394513,83272359,FPL-504616,f
rec-8397-org,uga,riley,mathe,19390715,774083106,65136031,KUB-571228,
rec-8398-org,uga,visenti,,19301224,774599516,69471705,KUL-496467,f
rec-8399-org,uga,nasanday,arigangrir,,774766377,93380666,RUK-778298,f
rec-8400-org,uga,natumanya,kamena,19700627,774209285,43975628,KSG-993897,f
rec-8401-org,uga,forunate,nyadira,19320529,752200508,31633887,MBA-529998,m
rec-8402-org,uga,eric,nabuuso,19490417,782846002,75486959,FPL-186334,m
rec-8403-org,uga,sean,buryahika,19270617,774680405,67622286,KUB-471927,
rec-8404-org,uga,lucy,uwimana,19430702,782238698,58991742,MBA-698176,f
rec-8405-org,uga,rachel,kalule,19250806,752544521,54239660,KSG-184971,
rec-8406-org,uga,kagoro,nzala,19880621,712322670,26865753,NSU-247029,f
rec-8407-org,uga,robert,mukanoheri,19270422,752946081,58142203,KUB-485453,
rec-8408-org,uga,tile,onyo,19941127,774367818,56633742,MBA-308242,m
rec-8409-org,uga,beebwa,alaba,19450913,774815993,59652551,NSU-327794,f
rec-8410-org,uga,kasembo,donatira,19910830,752551797,67511628,KLH-575565,f
rec-8411-org,uga,owiny,nyamwija,19960828,772985457,41168727,NSU-234941,m
rec-8412-org,uga,pius,twesigire,19350223,772855434,36914903,KLH-358959,m
rec-8413-org,uga,saida,stellah,19570315,782262551,44127675,KSD-838642,f
rec-8414-org,uga,rwendeire,ondoru,19400213,712935785,89701441,MBA-290965,f
rec-8415-org,uga,mikayla,ssemirembe,19201109,774149778,43924319,RUK-443038,
rec-8416-org,uga,harrison,ochaaki,19290606,774145183,14235089,KUL-221110,
rec-8417-org,uga,peninah,nyamahunge,19100706,782743267,38959566,KUB-162499,f
rec-8418-org,uga,zulaika,kanweri,,712699722,65312166,KMC-737629,f
rec-8419-org,uga,musubaho,mitiwu,19141020,782976826,37532007,KSG-361109,m
rec-8420-org,uga,enoch,naggita,19861217,772233053,35522540,MPK-853333,m
rec-8421-org,uga,caleb,twebuuze,19541122,782687481,34389890,KSG-332280,
rec-8422-org,uga,kansiima,kitesa,19170709,772864992,85779711,KLH-151604,f
rec-8423-org,uga,sam,balikoha,19990226,752032282,70718031,RUK-147489,
rec-8424-org,uga,joshua,tanga,19351128,782204939,16748354,KSG-727943,m
rec-8425-org,uga,xtina,ruhamire,19200518,772019558,34447261,FPL-189333,f
rec-8426-org,uga,love,,,782848082,44013916,KSG-159375,f
rec-8427-org,uga,hellen,mpawaliba,19170530,782065647,79410740,FPL-980217,f
rec-8428-org,uga,kuguzibwe,kabango,19080630,782918088,56742690,KMC-319299,f
rec-8429-org,uga,priscilah,leah,19540113,774239464,29724187,KSD-794060,f
rec-8430-org,uga,giorgia,wadiyo,19020804,772390700,10640971,MBA-872553,
rec-8431-org,uga,dorine,barinabo,19190915,752362795,16674672,MPK-734503,f
rec-8432-org,uga,elimia,nakibuuka,19931004,772270661,95158910,KSG-102410,f
rec-8433-org,uga,everlyne,aleu,19550820,772960547,43798579,NSU-328327,f
rec-8434-org,uga,tukamushaba,atim,19760701,,70373453,KSG-284663,f
rec-8435-org,uga,amalia,cate,,752079807,17136932,NSU-752513,
rec-8436-org,uga,henry,lusiba,19291009,752539377,76939221,KSD-939192,
rec-8437-org,uga,kisembo,asaaba,19390320,712780027,68435321,KMC-327309,f
rec-8438-org,uga,zulaiha,kasubo,19330406,782739441,28690591,KUL-663097,f
rec-8439-org,uga,nicholas,atuciri,19290513,752719662,68584928,FPL-476761,
rec-8440-org,uga,leah,isimai,19491013,712803471,39671056,KSD-841194,f
rec-8441-org,uga,sheila,bakaikya,19160513,772964462,51711992,KSG-437613,f
rec-8442-org,uga,collin,shabani,19760204,772338963,59348209,KSD-111327,f
rec-8443-org,uga,arah,tikyawe,19620116,782781874,17719461,NSU-866304,f
rec-8444-org,uga,doreen,twabona,19841229,782352637,74037772,KMC-348451,m
rec-8445-org,uga,eleanor,teop,19580614,772188194,22242781,KUB-581607,
rec-8446-org,uga,otiria,malingumu,,772300232,35611658,RUK-622592,f
rec-8447-org,uga,nicholas,kikobye,19760915,774616954,78874344,KUB-499934,
rec-8448-org,uga,nanura,otukuru,19071105,712013882,54012184,FPL-719358,f
rec-8449-org,uga,hope,ferediana,19501022,772876687,39577080,KSG-227458,f
rec-8450-org,uga,alice,kyamwenda,,774747052,24735350,KSD-350279,
rec-8451-org,uga,brian,wadulo,19540824,782511658,40258231,KMC-736249,m
rec-8452-org,uga,saverina,aanyu,19181024,772677588,98647119,NSU-274698,f
rec-8453-org,uga,papetra,harera,19731003,712567147,63222841,KUL-784528,f
rec-8454-org,uga,pauline,twesigoma,19370414,772598147,44221089,KLH-659565,f
rec-8455-org,uga,korodine,mutambuzi,19080115,752450137,16730001,NSU-484077,f
rec-8456-org,uga,ireen,joseph,19900923,752120244,92725671,MBA-478286,f
rec-8457-org,uga,,nalule,19400122,774071780,82834437,KUB-277126,m
rec-8458-org,uga,everlyn,ketti,,752370192,81824436,MBA-794728,f
rec-8459-org,uga,mia,emily,19570927,712887800,11418705,KUL-136226,
rec-8460-org,uga,lucky,tabitya,19550908,782267894,58059730,KMC-175172,f
rec-8461-org,uga,cooper,katulebe,19530905,782461066,15319978,MPK-335660,
rec-8462-org,uga,dreka,mugume,19171017,774061235,35011482,KLH-245954,f
rec-8463-org,uga,matia,mena,19581210,752374120,38060665,NSU-965458,f
rec-8464-org,uga,dorine,rugazi,19711012,752141086,72318387,NSU-551662,f
rec-8465-org,uga,basemera,rutaremwa,19500125,752074319,59561985,MPK-356069,f
rec-8466-org,uga,jessica,mulembe,19301221,782261726,28448096,RUK-678069,
rec-8467-org,uga,freedom,namuswa,19520202,774835746,71738834,KSD-257829,f
rec-8468-org,uga,levi,angelo,19120129,752892755,84177619,KLH-262645,
rec-8469-org,uga,isa,muwonge,19550724,772333981,46352173,MBA-340252,f
rec-8470-org,uga,kyomugisha,alupo,19610527,782516077,86333013,FPL-513786,f
rec-8471-org,uga,nabukenya,zoreka,,752249487,64906493,KSD-863195,f
rec-8472-org,uga,lovence,edube,19001024,752432033,70929859,KSG-372071,f
rec-8473-org,uga,lennete,ahishakiye,19750716,782172750,96854817,KUB-993001,f
rec-8474-org,uga,imogen,wabuyanga,19540810,752305610,66350474,FPL-440784,
rec-8475-org,uga,sserwanga,jolly,19230614,752805206,49981715,FPL-579135,f
rec-8476-org,uga,nassuna,kiwujja,19950713,712862878,96403321,MPK-987527,f
rec-8477-org,uga,,engwenyu,19520915,752876416,30637943,KUB-932221,m
rec-8478-org,uga,angellina,malima,,774497821,81485878,KUL-746905,f
rec-8479-org,uga,jophet,hidi,19781108,712920786,36024749,NSU-651299,m
rec-8480-org,uga,bagambirwa,womugisa,19670303,752951141,85444868,MBA-678374,m
rec-8481-org,uga,sam,igaba,19880919,772063548,77517418,NSU-697626,
rec-8482-org,uga,evelyn,apanangira,,752931928,97809714,FPL-426352,f
rec-8483-org,uga,,mateke,19910301,782298889,90353698,RUK-679992,f
rec-8484-org,uga,again,dadi,,752361927,80278805,MPK-114534,m
rec-8485-org,uga,habasa,kyalikunda,19540104,782063543,25219186,NSU-312473,f
rec-8486-org,uga,aidah,feresiano,19050306,752040641,23700211,KLH-319832,f
rec-8487-org,uga,kelsey,nakanu,19271108,752354484,29680092,KUB-975997,
rec-8488-org,uga,blake,,19490506,782558487,34456169,RUK-935425,
rec-8489-org,uga,paskezia,annitah,19590814,774377181,64439678,KMC-886697,f
rec-8490-org,uga,bernadette,okilia,19790317,752510062,12978087,KLH-908273,f
rec-8491-org,uga,muliisa,nyamwiiza,19560413,774961981,54482508,RUK-422699,f
rec-8492-org,uga,caroline,silvano,19791122,752910661,94696746,KSG-705887,f
rec-8493-org,uga,agella,gladen,19660831,772992669,51130091,NSU-708132,f
rec-8494-org,uga,tukamuhabwa,,,782519831,94194047,KUB-708838,f
rec-8495-org,uga,,nabutto,19030609,772866799,33953019,KMC-482338,f
rec-8496-org,uga,beatreace,jeneva,19010611,782980599,80588067,RUK-429130,f
rec-8497-org,uga,mukyala,nakibuka,19221117,712299742,51879257,MBA-483711,f
rec-8498-org,uga,gatrude,kabaganda,19680430,712612038,11650468,KSD-604683,f
rec-8499-org,uga,emiily,mukhwana,,772573091,69302769,KUB-617729,
rec-8500-org,uga,suzan,mutungirehe,19410802,782761407,72787207,KUL-578364,f
rec-8501-org,uga,talena,kapande,19090623,782470307,41355333,KLH-411356,
rec-8502-org,uga,sheilla,zirimala,,712802485,88145956,KUB-522023,f
rec-8503-org,uga,amina,posioino,19501018,782861763,90984557,KUB-944552,f
rec-8504-org,uga,cleodhina,mukamutensi,19051203,712284706,78985456,KSD-418078,f
rec-8505-org,uga,edith,adams,19171216,752998493,89676965,KMC-645415,f
rec-8506-org,uga,cissy,pelusi,19870423,774359081,22255459,NSU-511920,f
rec-8507-org,uga,emiily,nsekanabo,19570707,752978111,52824412,NSU-644999,
rec-8508-org,uga,kihika,ameja,,772976331,29079861,FPL-516505,f
rec-8509-org,uga,joel,lwanja,,712261816,10737773,KSG-237585,
rec-8510-org,uga,clementia,muwando,,774490305,67915887,MBA-896585,f
rec-8511-org,uga,yosia,alibatuwadde,19310508,772571634,12889206,KMC-956790,f
rec-8512-org,uga,goret,baribalda,,774596754,18985520,KMC-780927,m
rec-8513-org,uga,ntonde,kitanga,19591116,772744866,45359542,MBA-136866,f
rec-8514-org,uga,niyonzima,federesi,19150903,712743463,14122291,KUL-230505,f
rec-8515-org,uga,flori,onen,19130603,752364297,61953235,MPK-673560,f
rec-8516-org,uga,,mbeiza,19600112,712907255,69875116,KUL-430317,m
rec-8517-org,uga,zuraika,mutesasira,19010716,772678482,79213492,FPL-158213,f
rec-8518-org,uga,eden,pherecian,19650916,752851636,49374644,KSD-344279,
rec-8519-org,uga,,kaneene,19680214,782371337,97434758,MPK-175747,f
rec-8520-org,uga,angellina,icodu,19750331,772557220,59533226,KUL-882249,f
rec-8521-org,uga,onesmus,ateenyi,19700201,772607174,86403916,KLH-271736,f
rec-8522-org,uga,talia,ssesanga,19310809,752343263,28480419,KMC-507687,
rec-8523-org,uga,sean,luyeera,19140221,772210810,80462530,MBA-804898,
rec-8524-org,uga,florida,ndyareba,19800303,782414639,45693097,NSU-324153,f
rec-8525-org,uga,prisca,munawala,19840907,712924232,15813208,RUK-338850,f
rec-8526-org,uga,bonebana,basajji,19230618,752649942,40653995,NSU-158172,f
rec-8527-org,uga,liberty,didrick,19760506,712177615,82559811,KSG-957094,f
rec-8528-org,uga,natukunda,habasa,19870214,782869400,62479865,KUB-230498,f
rec-8529-org,uga,nekolina,rutaraka,19590101,772800656,86203654,MBA-759314,f
rec-8530-org,uga,donne,namulemya,19290507,774277625,57978912,FPL-383881,f
rec-8531-org,uga,simone,namugwe,19930525,752937205,56375126,KSG-677024,
rec-8532-org,uga,turihohabwe,nakalaya,19750428,712078111,55448612,KSG-609746,m
rec-8533-org,uga,masika,owomugisa,19591215,752825179,54088955,NSU-567873,f
rec-8534-org,uga,norah,mugeni,19140518,,19409362,KLH-121528,f
rec-8535-org,uga,benardeta,obuga,19590429,772606201,72636378,KUB-252466,f
rec-8536-org,uga,juliat,nabatanzi,19180518,772616180,73990774,FPL-446384,f
rec-8537-org,uga,nyakakye,aluo,19320227,782812472,73621451,KLH-991454,m
rec-8538-org,uga,talena,lubinga,,752314229,16852093,MPK-111476,
rec-8539-org,uga,deziderio,nabuti,19920220,774756043,10073232,MPK-120681,m
rec-8540-org,uga,sabena,musihguzi,19180403,782289149,14087447,KSD-209578,f
rec-8541-org,uga,ananias,nsajjuli,19140814,712939626,75469429,KMC-930198,f
rec-8542-org,uga,zainabu,lomonyang,19080103,712363906,58454717,FPL-193470,f
rec-8543-org,uga,riley,nabisiibo,19741108,782289450,45773981,MPK-723653,
rec-8544-org,uga,mugabe,nabasirye,19360524,752133098,83273194,KLH-178178,m
rec-8545-org,uga,karli,kapande,19880102,,34485813,NSU-677812,
rec-8546-org,uga,anonciata,wairagara,19600520,752818260,36526305,NSU-823317,f
rec-8547-org,uga,elvira,kayeny,19800417,,27117152,KMC-349079,f
rec-8548-org,uga,naturinda,owoyesigire,19920922,774759933,88034364,KMC-539470,f
rec-8549-org,uga,jake,kibirango,19150909,782567179,13682983,MPK-545909,
rec-8550-org,uga,margeret,anitezi,19990921,772136295,35925683,KLH-222462,f
rec-8551-org,uga,scovia,kabuga,19050116,782309671,45478804,MBA-913448,f
rec-8552-org,uga,gafabusa,awilli,19321210,752931941,84862429,MBA-365705,f
rec-8553-org,uga,mpakaniye,mutikat,19080427,782224272,10422360,RUK-557018,f
rec-8554-org,uga,kwikiriza,partrick,19480301,752292777,94268327,KSD-866772,f
rec-8555-org,uga,kusemererwe,awoli,19280408,772998412,82809243,RUK-785530,f
rec-8556-org,uga,kaitlin,halera,19921001,772645580,48759429,KUL-160306,
rec-8557-org,uga,modest,atmaku,19530423,772677371,30910936,MBA-887178,f
rec-8558-org,uga,primo,byanynzaki,19741129,712194336,92537994,MPK-895174,f
rec-8559-org,uga,jetres,muyingo,19560411,774092375,12540237,RUK-639432,f
rec-8560-org,uga,ndabirora,toolit,19561013,712532214,45429288,RUK-614469,f
rec-8561-org,uga,fleuret,tumukunde,19620318,774700119,98144742,KUL-258854,f
rec-8562-org,uga,beatrice,walekwa,19830618,772346318,19424096,KSG-326996,f
rec-8563-org,uga,jeska,morris,19100723,782160283,68740882,KMC-707554,f
rec-8564-org,uga,ismael,aromorach,19820326,712613438,43623780,KLH-636619,m
rec-8565-org,uga,lucky,mukulu,19270305,774090531,67894696,MBA-902600,f
rec-8566-org,uga,meri,akoli,19820522,774672407,85983232,KSG-605312,f
rec-8567-org,uga,lukas,turyamureba,19861211,774233880,24390392,KMC-332656,
rec-8568-org,uga,vastina,tumwesige,19780706,,99543033,RUK-338261,f
rec-8569-org,uga,harry,ssekalembe,19500905,774563023,29855839,MBA-236246,
rec-8570-org,uga,erick,tindimwebwa,19331203,712310425,77452051,FPL-785947,m
rec-8571-org,uga,zainab,kushemererwa,19320226,774987543,12671420,RUK-543134,f
rec-8572-org,uga,zainabu,kitata,19191223,772351851,40398220,RUK-446819,f
rec-8573-org,uga,tukunderuhanga,echeru,19890817,712727652,76589080,MPK-537538,f
rec-8574-org,uga,yofesi,nasazzi,19110708,774670324,92981734,RUK-299100,m
rec-8575-org,uga,tyler,serena,19821018,774896218,58003230,KMC-165654,
rec-8576-org,uga,imogen,kabuye,,712944826,90505945,MBA-964704,
rec-8577-org,uga,kaija,bujuni,19030502,774264409,30070935,KSD-988932,f
rec-8578-org,uga,basisa,nassuna,19251005,782967899,53347673,KSG-233264,f
rec-8579-org,uga,katherine,kalule,19081221,,56711077,KMC-665526,f
rec-8580-org,uga,janet,tumwebaze,19590917,772365119,74394097,RUK-640129,f
rec-8581-org,uga,wannyana,kiyemba,19260110,774634468,78431087,KMC-942411,f
rec-8582-org,uga,apophia,asiteru,19231215,712275154,94149764,MPK-283253,f
rec-8583-org,uga,jude,genga,19600417,772940372,34575097,KUB-466323,m
rec-8584-org,uga,sentongo,acupo,19990905,,78726703,MPK-674297,m
rec-8585-org,uga,nebye,nagombe,19291028,772306145,32928571,KLH-169311,f
rec-8586-org,uga,ridley,namagga,19830410,,12442920,FPL-180044,
rec-8587-org,uga,fausta,saidin,19740920,774967114,75213995,KSG-135265,f
rec-8588-org,uga,marleigh,tweyongyere,19410306,782702723,30553359,MBA-250530,
rec-8589-org,uga,mary,ndakirye,19840103,772135711,13879499,KUL-436355,f
rec-8590-org,uga,sophie,mbulankende,19261216,782801200,98029756,RUK-302206,
rec-8591-org,uga,yahaya,munindo,19750212,772756990,20618911,NSU-704537,f
rec-8592-org,uga,leomera,kansiime,,782359599,91150540,KMC-163548,f
rec-8593-org,uga,abia,birungyi,19111026,782894376,33369164,FPL-702394,f
rec-8594-org,uga,leonard,komurembe,19550807,712866005,84170668,KLH-648801,f
rec-8595-org,uga,flynn,nkuuba,19511111,712685470,75426793,KUB-369530,
rec-8596-org,uga,kabarangira,kawidi,19390522,752603779,14118839,KMC-435472,f
rec-8597-org,uga,deogracious,mulagguzi,19560301,712891825,24819860,KMC-309208,m
rec-8598-org,uga,swabrah,karigonza,19050714,752002501,79312858,MPK-282761,f
rec-8599-org,uga,pruedence,kemba,19240616,712188567,85585753,KMC-411782,f
rec-8600-org,uga,evelyn,mukamutesi,19180318,712788187,95182870,FPL-879608,f
rec-8601-org,uga,edna,nora,19900622,772173352,15296732,KUL-403802,f
rec-8602-org,uga,hakizimaana,kiki,19760917,774701752,20653347,KUB-594716,f
rec-8603-org,uga,conirod,rwabwekale,19950412,712955698,59066237,KLH-543984,f
rec-8604-org,uga,michael,malisi,19581202,774430758,82688289,KUL-325860,
rec-8605-org,uga,venance,nareba,,782826027,49931035,MPK-572270,m
rec-8606-org,uga,sarafine,rutemba,,774991918,97933390,FPL-357551,f
rec-8607-org,uga,mirriam,edreda,19951209,774997058,36025666,FPL-511451,f
rec-8608-org,uga,hafasumana,ilagara,19990102,712534480,98031705,KSG-287241,f
rec-8609-org,uga,cristine,turya,,782068966,67222595,KUB-337802,f
rec-8610-org,uga,nathan,semei,,752765902,89044434,KUL-672275,
rec-8611-org,uga,juma,kyakuhaire,19870630,782023459,43420581,FPL-705460,f
rec-8612-org,uga,,namogenyi,,772809851,84359857,MPK-920637,
rec-8613-org,uga,ellan,mutabazi,,782892493,53836920,RUK-474721,f
rec-8614-org,uga,kyaligonza,apuuli,19700824,,16667354,KUB-880223,f
rec-8615-org,uga,clarence,keeya,19161113,712233049,47207761,KUL-495277,f
rec-8616-org,uga,partricia,atukwase,,782462684,47673326,KSG-719338,f
rec-8617-org,uga,benna,ronnie,19440425,774637891,20789553,MBA-131171,f
rec-8618-org,uga,vanance,mugaba,19530403,772931793,47495964,KLH-547370,m
rec-8619-org,uga,willard,nakiranda,19160628,712138412,80569891,MPK-906656,m
rec-8620-org,uga,byabagambi,kynkya,19330430,752586175,75964001,KUL-798266,m
rec-8621-org,uga,gatrude,birungyi,,,54481684,FPL-153583,f
rec-8622-org,uga,leokadia,masika,19000520,752838039,28664639,MBA-442799,f
rec-8623-org,uga,rabecca,nsenga,19221030,,58023109,NSU-112876,f
rec-8624-org,uga,bakaruhire,mukyala,19210810,782076004,53692440,KLH-629913,f
rec-8625-org,uga,theresa,bamwesigye,19360520,752972852,21364400,MBA-378035,f
rec-8626-org,uga,mwesige,bashemeire,19590826,772019566,70411606,KMC-985926,f
rec-8627-org,uga,muteesa,,19370529,782808020,63497591,MBA-338532,f
rec-8628-org,uga,keres,chrizestom,19650813,712748765,40502314,MBA-404812,m
rec-8629-org,uga,maliam,enosi,19970213,712287154,38041813,KUL-483248,f
rec-8630-org,uga,tara,nandiwozan,19320313,752809118,90454532,NSU-860383,
rec-8631-org,uga,florance,kwarija,19840607,712068007,81374315,KSD-508051,f
rec-8632-org,uga,kayne,achidri,19441222,772741766,98439251,KLH-856272,
